 time            v(uio_in_0)     v(analog_0)     v(analog_1)     v(analog_2)    
 9.01840700e-04  0.00000000e+00  7.44216105e-01  7.90428008e-01  1.49999824e+00 
 9.02840700e-04  0.00000000e+00  7.44267475e-01  7.87974645e-01  1.49999824e+00 
 9.03840700e-04  0.00000000e+00  7.44319071e-01  7.85511242e-01  1.49999824e+00 
 9.04840700e-04  0.00000000e+00  7.44370891e-01  7.83038004e-01  1.49999824e+00 
 9.05840700e-04  0.00000000e+00  7.44422933e-01  7.80555139e-01  1.49999824e+00 
 9.06840700e-04  0.00000000e+00  7.44475196e-01  7.78062856e-01  1.49999824e+00 
 9.07840700e-04  0.00000000e+00  7.44527676e-01  7.75561367e-01  1.49999824e+00 
 9.08840700e-04  0.00000000e+00  7.44580373e-01  7.73050883e-01  1.49999824e+00 
 9.09840700e-04  0.00000000e+00  7.44633284e-01  7.70531620e-01  1.49999824e+00 
 9.10840700e-04  0.00000000e+00  7.44686406e-01  7.68003795e-01  1.49999824e+00 
 9.11840700e-04  0.00000000e+00  7.44739739e-01  7.65467624e-01  1.49999824e+00 
 9.12840700e-04  0.00000000e+00  7.44793279e-01  7.62923329e-01  1.49999824e+00 
 9.13840700e-04  0.00000000e+00  7.44847024e-01  7.60371129e-01  1.49999824e+00 
 9.14840700e-04  0.00000000e+00  7.44900973e-01  7.57811248e-01  1.49999824e+00 
 9.15840700e-04  0.00000000e+00  7.44955123e-01  7.55243911e-01  1.49999824e+00 
 9.16840700e-04  0.00000000e+00  7.45009473e-01  7.52669342e-01  1.49999824e+00 
 9.17840700e-04  0.00000000e+00  7.45064019e-01  7.50087769e-01  1.49999824e+00 
 9.18840700e-04  0.00000000e+00  7.45118761e-01  7.47499420e-01  1.49999824e+00 
 9.19840700e-04  0.00000000e+00  7.45173695e-01  7.44904524e-01  1.49999824e+00 
 9.20840700e-04  0.00000000e+00  7.45228819e-01  7.42303314e-01  1.49999824e+00 
 9.21840700e-04  0.00000000e+00  7.45284132e-01  7.39696020e-01  1.49999824e+00 
 9.22840700e-04  0.00000000e+00  7.45339631e-01  7.37082876e-01  1.49999824e+00 
 9.23840700e-04  0.00000000e+00  7.45395314e-01  7.34464117e-01  1.49999824e+00 
 9.24840700e-04  0.00000000e+00  7.45451179e-01  7.31839978e-01  1.49999824e+00 
 9.25840700e-04  0.00000000e+00  7.45507224e-01  7.29210695e-01  1.49999824e+00 
 9.26840700e-04  0.00000000e+00  7.45563445e-01  7.26576507e-01  1.49999824e+00 
 9.27840700e-04  0.00000000e+00  7.45619842e-01  7.23937650e-01  1.49999824e+00 
 9.28840700e-04  0.00000000e+00  7.45676412e-01  7.21294365e-01  1.49999824e+00 
 9.29840700e-04  0.00000000e+00  7.45733153e-01  7.18646892e-01  1.49999824e+00 
 9.30840700e-04  0.00000000e+00  7.45790062e-01  7.15995472e-01  1.49999824e+00 
 9.31840700e-04  0.00000000e+00  7.45847137e-01  7.13340346e-01  1.49999824e+00 
 9.32840700e-04  0.00000000e+00  7.45904376e-01  7.10681757e-01  1.49999824e+00 
 9.33840700e-04  0.00000000e+00  7.45961777e-01  7.08019949e-01  1.49999824e+00 
 9.34840700e-04  0.00000000e+00  7.46019337e-01  7.05355165e-01  1.49999824e+00 
 9.35840700e-04  0.00000000e+00  7.46077055e-01  7.02687649e-01  1.49999824e+00 
 9.36840700e-04  0.00000000e+00  7.46134927e-01  7.00017647e-01  1.49999824e+00 
 9.37840700e-04  0.00000000e+00  7.46192952e-01  6.97345405e-01  1.49999824e+00 
 9.38840700e-04  0.00000000e+00  7.46251127e-01  6.94671168e-01  1.49999824e+00 
 9.39840700e-04  0.00000000e+00  7.46309450e-01  6.91995184e-01  1.49999824e+00 
 9.40840700e-04  0.00000000e+00  7.46367919e-01  6.89317700e-01  1.49999824e+00 
 9.41840700e-04  0.00000000e+00  7.46426531e-01  6.86638962e-01  1.49999824e+00 
 9.42840700e-04  0.00000000e+00  7.46485284e-01  6.83959220e-01  1.49999824e+00 
 9.43840700e-04  0.00000000e+00  7.46544177e-01  6.81278721e-01  1.49999824e+00 
 9.44840700e-04  0.00000000e+00  7.46603205e-01  6.78597715e-01  1.49999824e+00 
 9.45840700e-04  0.00000000e+00  7.46662368e-01  6.75916449e-01  1.49999824e+00 
 9.46840700e-04  0.00000000e+00  7.46721662e-01  6.73235175e-01  1.49999824e+00 
 9.47840700e-04  0.00000000e+00  7.46781086e-01  6.70554141e-01  1.49999824e+00 
 9.48840700e-04  0.00000000e+00  7.46840637e-01  6.67873597e-01  1.49999824e+00 
 9.49840700e-04  0.00000000e+00  7.46900312e-01  6.65193793e-01  1.49999824e+00 
 9.50840700e-04  0.00000000e+00  7.46960110e-01  6.62514980e-01  1.49999824e+00 
 9.51840700e-04  0.00000000e+00  7.47020028e-01  6.59837408e-01  1.49999824e+00 
 9.52840700e-04  0.00000000e+00  7.47080064e-01  6.57161327e-01  1.49999824e+00 
 9.53840700e-04  0.00000000e+00  7.47140215e-01  6.54486988e-01  1.49999824e+00 
 9.54840700e-04  0.00000000e+00  7.47200479e-01  6.51814643e-01  1.49999824e+00 
 9.55840700e-04  0.00000000e+00  7.47260853e-01  6.49144541e-01  1.49999824e+00 
 9.56840700e-04  0.00000000e+00  7.47321335e-01  6.46476934e-01  1.49999824e+00 
 9.57840700e-04  0.00000000e+00  7.47381924e-01  6.43812073e-01  1.49999824e+00 
 9.58840700e-04  0.00000000e+00  7.47442615e-01  6.41150209e-01  1.49999824e+00 
 9.59840700e-04  0.00000000e+00  7.47503408e-01  6.38491592e-01  1.49999824e+00 
 9.60840700e-04  0.00000000e+00  7.47564299e-01  6.35836475e-01  1.49999824e+00 
 9.61840700e-04  0.00000000e+00  7.47625286e-01  6.33185108e-01  1.49999824e+00 
 9.62840700e-04  0.00000000e+00  7.47686367e-01  6.30537741e-01  1.49999824e+00 
 9.63840700e-04  0.00000000e+00  7.47747539e-01  6.27894626e-01  1.49999824e+00 
 9.64840700e-04  0.00000000e+00  7.47808801e-01  6.25256014e-01  1.49999824e+00 
 9.65840700e-04  0.00000000e+00  7.47870148e-01  6.22622155e-01  1.49999824e+00 
 9.66840700e-04  0.00000000e+00  7.47931580e-01  6.19993301e-01  1.49999824e+00 
 9.67840700e-04  0.00000000e+00  7.47993094e-01  6.17369700e-01  1.49999824e+00 
 9.68840700e-04  0.00000000e+00  7.48054686e-01  6.14751604e-01  1.49999824e+00 
 9.69840700e-04  0.00000000e+00  7.48116356e-01  6.12139263e-01  1.49999824e+00 
 9.70840700e-04  0.00000000e+00  7.48178100e-01  6.09532926e-01  1.49999824e+00 
 9.71840700e-04  0.00000000e+00  7.48239916e-01  6.06932844e-01  1.49999824e+00 
 9.72840700e-04  0.00000000e+00  7.48301801e-01  6.04339266e-01  1.49999824e+00 
 9.73840700e-04  0.00000000e+00  7.48363753e-01  6.01752441e-01  1.49999824e+00 
 9.74840700e-04  0.00000000e+00  7.48425770e-01  5.99172617e-01  1.49999824e+00 
 9.75840700e-04  0.00000000e+00  7.48487849e-01  5.96600045e-01  1.49999824e+00 
 9.76840700e-04  0.00000000e+00  7.48549988e-01  5.94034971e-01  1.49999824e+00 
 9.77840700e-04  0.00000000e+00  7.48612184e-01  5.91477644e-01  1.49999824e+00 
 9.78840700e-04  0.00000000e+00  7.48674435e-01  5.88928312e-01  1.49999824e+00 
 9.79840700e-04  0.00000000e+00  7.48736738e-01  5.86387220e-01  1.49999824e+00 
 9.80840700e-04  0.00000000e+00  7.48799091e-01  5.83854617e-01  1.49999824e+00 
 9.81840700e-04  0.00000000e+00  7.48861492e-01  5.81330747e-01  1.49999824e+00 
 9.82840700e-04  0.00000000e+00  7.48923937e-01  5.78815857e-01  1.49999824e+00 
 9.83840700e-04  0.00000000e+00  7.48986425e-01  5.76310191e-01  1.49999824e+00 
 9.84840700e-04  0.00000000e+00  7.49048953e-01  5.73813993e-01  1.49999824e+00 
 9.85840700e-04  0.00000000e+00  7.49111518e-01  5.71327507e-01  1.49999824e+00 
 9.86840700e-04  0.00000000e+00  7.49174119e-01  5.68850975e-01  1.49999824e+00 
 9.87840700e-04  0.00000000e+00  7.49236752e-01  5.66384640e-01  1.49999824e+00 
 9.88840700e-04  0.00000000e+00  7.49299415e-01  5.63928742e-01  1.49999824e+00 
 9.89840700e-04  0.00000000e+00  7.49362106e-01  5.61483521e-01  1.49999824e+00 
 9.90840700e-04  0.00000000e+00  7.49424822e-01  5.59049216e-01  1.49999824e+00 
 9.91840700e-04  0.00000000e+00  7.49487561e-01  5.56626064e-01  1.49999824e+00 
 9.92840700e-04  0.00000000e+00  7.49550320e-01  5.54214302e-01  1.49999824e+00 
 9.93840700e-04  0.00000000e+00  7.49613096e-01  5.51814165e-01  1.49999824e+00 
 9.94840700e-04  0.00000000e+00  7.49675888e-01  5.49425886e-01  1.49999824e+00 
 9.95840700e-04  0.00000000e+00  7.49738693e-01  5.47049698e-01  1.49999824e+00 
 9.96840700e-04  0.00000000e+00  7.49801508e-01  5.44685831e-01  1.49999824e+00 
 9.97840700e-04  0.00000000e+00  7.49864331e-01  5.42334513e-01  1.49999824e+00 
 9.98840700e-04  0.00000000e+00  7.49927160e-01  5.39995971e-01  1.49999824e+00 
 9.99420350e-04  0.00000000e+00  7.49963580e-01  5.38650202e-01  1.49999824e+00 
 1.00000000e-03  0.00000000e+00  7.50000000e-01  5.37305621e-01  1.49999824e+00 
 1.00000100e-03  1.50000000e-01  7.50000063e-01  5.37303342e-01  1.50539463e+00 
 1.00000300e-03  4.50000000e-01  7.50000188e-01  5.37298783e-01  1.50255106e+00 
 1.00000449e-03  6.73286803e-01  7.50000282e-01  5.37295387e-01  1.46771091e+00 
 1.00000596e-03  8.93976284e-01  7.50000374e-01  5.37292030e-01  1.36110572e+00 
 1.00000677e-03  1.01542343e+00  7.50000425e-01  5.37290182e-01  1.24399328e+00 
 1.00000757e-03  1.13549402e+00  7.50000476e-01  5.37288355e-01  1.08000274e+00 
 1.00000828e-03  1.24200034e+00  7.50000520e-01  5.37286734e-01  8.96497512e-01 
 1.00000863e-03  1.29398756e+00  7.50000542e-01  5.37285942e-01  7.95555780e-01 
 1.00000890e-03  1.33538746e+00  7.50000559e-01  5.37285312e-01  7.11545284e-01 
 1.00000925e-03  1.38820200e+00  7.50000581e-01  5.37284508e-01  6.03797731e-01 
 1.00000963e-03  1.44410100e+00  7.50000605e-01  5.37283656e-01  4.94896748e-01 
 1.00001000e-03  1.50000000e+00  7.50000628e-01  5.37282805e-01  3.96346909e-01 
 1.00001007e-03  1.50000000e+00  7.50000633e-01  5.37282635e-01  3.78192966e-01 
 1.00001022e-03  1.50000000e+00  7.50000642e-01  5.37282294e-01  3.43554538e-01 
 1.00001051e-03  1.50000000e+00  7.50000660e-01  5.37281648e-01  2.84852136e-01 
 1.00001107e-03  1.50000000e+00  7.50000696e-01  5.37280356e-01  1.92381460e-01 
 1.00001193e-03  1.50000000e+00  7.50000749e-01  5.37278401e-01  1.00949218e-01 
 1.00001268e-03  1.50000000e+00  7.50000797e-01  5.37276671e-01  5.45697516e-02 
 1.00001334e-03  1.50000000e+00  7.50000838e-01  5.37275177e-01  3.15342924e-02 
 1.00001393e-03  1.50000000e+00  7.50000876e-01  5.37273812e-01  1.90518960e-02 
 1.00001452e-03  1.50000000e+00  7.50000913e-01  5.37272463e-01  1.15828888e-02 
 1.00001517e-03  1.50000000e+00  7.50000953e-01  5.37270992e-01  6.69394106e-03 
 1.00001577e-03  1.50000000e+00  7.50000991e-01  5.37269610e-01  3.99166278e-03 
 1.00001641e-03  1.50000000e+00  7.50001031e-01  5.37268161e-01  2.31417240e-03 
 1.00001701e-03  1.50000000e+00  7.50001069e-01  5.37266786e-01  1.38007106e-03 
 1.00001762e-03  1.50000000e+00  7.50001107e-01  5.37265376e-01  8.12785006e-04 
 1.00001822e-03  1.50000000e+00  7.50001145e-01  5.37264009e-01  4.87313540e-04 
 1.00001889e-03  1.50000000e+00  7.50001187e-01  5.37262464e-01  2.71814799e-04 
 1.00001971e-03  1.50000000e+00  7.50001238e-01  5.37260600e-01  1.30211398e-04 
 1.00002072e-03  1.50000000e+00  7.50001302e-01  5.37258295e-01  4.67248307e-05 
 1.00002200e-03  1.50000000e+00  7.50001382e-01  5.37255360e-01  6.37658386e-06 
 1.00002366e-03  1.50000000e+00  7.50001487e-01  5.37251546e-01 -5.79523635e-06 
 1.00002595e-03  1.50000000e+00  7.50001630e-01  5.37246301e-01 -4.31377199e-06 
 1.00002936e-03  1.50000000e+00  7.50001845e-01  5.37238479e-01  3.46553633e-07 
 1.00003536e-03  1.50000000e+00  7.50002222e-01  5.37224701e-01  2.97607283e-06 
 1.00004737e-03  1.50000000e+00  7.50002976e-01  5.37197108e-01  3.13267059e-06 
 1.00007139e-03  1.50000000e+00  7.50004485e-01  5.37141811e-01  2.81026768e-06 
 1.00011942e-03  1.50000000e+00  7.50007503e-01  5.37030954e-01  2.75873389e-06 
 1.00021548e-03  1.50000000e+00  7.50013539e-01  5.36808828e-01  2.76722484e-06 
 1.00040760e-03  1.50000000e+00  7.50025610e-01  5.36364400e-01  2.76845268e-06 
 1.00079185e-03  1.50000000e+00  7.50049753e-01  5.35476529e-01  2.76839370e-06 
 1.00156034e-03  1.50000000e+00  7.50098037e-01  5.33705349e-01  2.76838749e-06 
 1.00256034e-03  1.50000000e+00  7.50160864e-01  5.31413429e-01  2.76838760e-06 
 1.00356034e-03  1.50000000e+00  7.50223684e-01  5.29137996e-01  2.76838761e-06 
 1.00456034e-03  1.50000000e+00  7.50286495e-01  5.26876822e-01  2.76838761e-06 
 1.00556034e-03  1.50000000e+00  7.50349295e-01  5.24629839e-01  2.76838761e-06 
 1.00656034e-03  1.50000000e+00  7.50412081e-01  5.22397287e-01  2.76838761e-06 
 1.00756034e-03  1.50000000e+00  7.50474851e-01  5.20179380e-01  2.76838761e-06 
 1.00856034e-03  1.50000000e+00  7.50537602e-01  5.17976318e-01  2.76838761e-06 
 1.00956034e-03  1.50000000e+00  7.50600332e-01  5.15788295e-01  2.76838761e-06 
 1.01056034e-03  1.50000000e+00  7.50663039e-01  5.13615503e-01  2.76838761e-06 
 1.01156034e-03  1.50000000e+00  7.50725719e-01  5.11458127e-01  2.76838761e-06 
 1.01256034e-03  1.50000000e+00  7.50788370e-01  5.09316352e-01  2.76838761e-06 
 1.01356034e-03  1.50000000e+00  7.50850991e-01  5.07190355e-01  2.76838761e-06 
 1.01456034e-03  1.50000000e+00  7.50913577e-01  5.05080309e-01  2.76838761e-06 
 1.01556034e-03  1.50000000e+00  7.50976128e-01  5.02986382e-01  2.76838761e-06 
 1.01656034e-03  1.50000000e+00  7.51038640e-01  5.00908735e-01  2.76838761e-06 
 1.01756034e-03  1.50000000e+00  7.51101111e-01  4.98847527e-01  2.76838761e-06 
 1.01856034e-03  1.50000000e+00  7.51163539e-01  4.96802907e-01  2.76838761e-06 
 1.01956034e-03  1.50000000e+00  7.51225920e-01  4.94775021e-01  2.76838761e-06 
 1.02056034e-03  1.50000000e+00  7.51288254e-01  4.92764008e-01  2.76838761e-06 
 1.02156034e-03  1.50000000e+00  7.51350536e-01  4.90770000e-01  2.76838761e-06 
 1.02256034e-03  1.50000000e+00  7.51412765e-01  4.88793122e-01  2.76838761e-06 
 1.02356034e-03  1.50000000e+00  7.51474939e-01  4.86833493e-01  2.76838761e-06 
 1.02456034e-03  1.50000000e+00  7.51537054e-01  4.84891225e-01  2.76838761e-06 
 1.02556034e-03  1.50000000e+00  7.51599108e-01  4.82966422e-01  2.76838761e-06 
 1.02656034e-03  1.50000000e+00  7.51661100e-01  4.81059182e-01  2.76838761e-06 
 1.02756034e-03  1.50000000e+00  7.51723025e-01  4.79169593e-01  2.76838761e-06 
 1.02856034e-03  1.50000000e+00  7.51784883e-01  4.77297737e-01  2.76838761e-06 
 1.02956034e-03  1.50000000e+00  7.51846670e-01  4.75443689e-01  2.76838761e-06 
 1.03056034e-03  1.50000000e+00  7.51908385e-01  4.73607515e-01  2.76838761e-06 
 1.03156034e-03  1.50000000e+00  7.51970024e-01  4.71789271e-01  2.76838761e-06 
 1.03256034e-03  1.50000000e+00  7.52031585e-01  4.69989009e-01  2.76838761e-06 
 1.03356034e-03  1.50000000e+00  7.52093066e-01  4.68206769e-01  2.76838761e-06 
 1.03456034e-03  1.50000000e+00  7.52154465e-01  4.66442585e-01  2.76838761e-06 
 1.03556034e-03  1.50000000e+00  7.52215778e-01  4.64696482e-01  2.76838761e-06 
 1.03656034e-03  1.50000000e+00  7.52277004e-01  4.62968478e-01  2.76838761e-06 
 1.03756034e-03  1.50000000e+00  7.52338140e-01  4.61258580e-01  2.76838761e-06 
 1.03856034e-03  1.50000000e+00  7.52399183e-01  4.59566790e-01  2.76838761e-06 
 1.03956034e-03  1.50000000e+00  7.52460132e-01  4.57893098e-01  2.76838761e-06 
 1.04056034e-03  1.50000000e+00  7.52520984e-01  4.56237491e-01  2.76838761e-06 
 1.04156034e-03  1.50000000e+00  7.52581737e-01  4.54599943e-01  2.76838761e-06 
 1.04256034e-03  1.50000000e+00  7.52642387e-01  4.52980423e-01  2.76838761e-06 
 1.04356034e-03  1.50000000e+00  7.52702933e-01  4.51378891e-01  2.76838761e-06 
 1.04456034e-03  1.50000000e+00  7.52763372e-01  4.49795300e-01  2.76838761e-06 
 1.04556034e-03  1.50000000e+00  7.52823703e-01  4.48229597e-01  2.76838761e-06 
 1.04656034e-03  1.50000000e+00  7.52883922e-01  4.46681717e-01  2.76838761e-06 
 1.04756034e-03  1.50000000e+00  7.52944026e-01  4.45151594e-01  2.76838761e-06 
 1.04856034e-03  1.50000000e+00  7.53004015e-01  4.43639150e-01  2.76838761e-06 
 1.04956034e-03  1.50000000e+00  7.53063885e-01  4.42144303e-01  2.76838761e-06 
 1.05056034e-03  1.50000000e+00  7.53123635e-01  4.40666963e-01  2.76838761e-06 
 1.05156034e-03  1.50000000e+00  7.53183260e-01  4.39207036e-01  2.76838761e-06 
 1.05256034e-03  1.50000000e+00  7.53242761e-01  4.37764421e-01  2.76838761e-06 
 1.05356034e-03  1.50000000e+00  7.53302133e-01  4.36339009e-01  2.76838761e-06 
 1.05456034e-03  1.50000000e+00  7.53361375e-01  4.34930688e-01  2.76838761e-06 
 1.05556034e-03  1.50000000e+00  7.53420484e-01  4.33539341e-01  2.76838761e-06 
 1.05656034e-03  1.50000000e+00  7.53479458e-01  4.32164845e-01  2.76838761e-06 
 1.05756034e-03  1.50000000e+00  7.53538294e-01  4.30807073e-01  2.76838761e-06 
 1.05856034e-03  1.50000000e+00  7.53596991e-01  4.29465892e-01  2.76838761e-06 
 1.05956034e-03  1.50000000e+00  7.53655547e-01  4.28141166e-01  2.76838761e-06 
 1.06056034e-03  1.50000000e+00  7.53713957e-01  4.26832757e-01  2.76838761e-06 
 1.06156034e-03  1.50000000e+00  7.53772221e-01  4.25540520e-01  2.76838761e-06 
 1.06256034e-03  1.50000000e+00  7.53830336e-01  4.24264309e-01  2.76838761e-06 
 1.06356034e-03  1.50000000e+00  7.53888300e-01  4.23003974e-01  2.76838761e-06 
 1.06456034e-03  1.50000000e+00  7.53946111e-01  4.21759363e-01  2.76838761e-06 
 1.06556034e-03  1.50000000e+00  7.54003766e-01  4.20530320e-01  2.76838761e-06 
 1.06656034e-03  1.50000000e+00  7.54061262e-01  4.19316690e-01  2.76838761e-06 
 1.06756034e-03  1.50000000e+00  7.54118598e-01  4.18118312e-01  2.76838761e-06 
 1.06856034e-03  1.50000000e+00  7.54175772e-01  4.16935026e-01  2.76838761e-06 
 1.06956034e-03  1.50000000e+00  7.54232781e-01  4.15766668e-01  2.76838761e-06 
 1.07056034e-03  1.50000000e+00  7.54289623e-01  4.14613076e-01  2.76838761e-06 
 1.07156034e-03  1.50000000e+00  7.54346295e-01  4.13474085e-01  2.76838761e-06 
 1.07256034e-03  1.50000000e+00  7.54402796e-01  4.12349529e-01  2.76838761e-06 
 1.07356034e-03  1.50000000e+00  7.54459123e-01  4.11239242e-01  2.76838761e-06 
 1.07456034e-03  1.50000000e+00  7.54515274e-01  4.10143056e-01  2.76838761e-06 
 1.07556034e-03  1.50000000e+00  7.54571246e-01  4.09060806e-01  2.76838761e-06 
 1.07656034e-03  1.50000000e+00  7.54627039e-01  4.07992323e-01  2.76838761e-06 
 1.07756034e-03  1.50000000e+00  7.54682648e-01  4.06937442e-01  2.76838761e-06 
 1.07856034e-03  1.50000000e+00  7.54738073e-01  4.05895995e-01  2.76838761e-06 
 1.07956034e-03  1.50000000e+00  7.54793310e-01  4.04867816e-01  2.76838761e-06 
 1.08056034e-03  1.50000000e+00  7.54848359e-01  4.03852740e-01  2.76838761e-06 
 1.08156034e-03  1.50000000e+00  7.54903216e-01  4.02850601e-01  2.76838761e-06 
 1.08256034e-03  1.50000000e+00  7.54957879e-01  4.01861235e-01  2.76838761e-06 
 1.08356034e-03  1.50000000e+00  7.55012347e-01  4.00884479e-01  2.76838761e-06 
 1.08456034e-03  1.50000000e+00  7.55066617e-01  3.99920170e-01  2.76838761e-06 
 1.08556034e-03  1.50000000e+00  7.55120687e-01  3.98968149e-01  2.76838761e-06 
 1.08656034e-03  1.50000000e+00  7.55174554e-01  3.98028254e-01  2.76838761e-06 
 1.08756034e-03  1.50000000e+00  7.55228218e-01  3.97100327e-01  2.76838761e-06 
 1.08856034e-03  1.50000000e+00  7.55281675e-01  3.96184213e-01  2.76838761e-06 
 1.08956034e-03  1.50000000e+00  7.55334923e-01  3.95279754e-01  2.76838761e-06 
 1.09056034e-03  1.50000000e+00  7.55387961e-01  3.94386797e-01  2.76838761e-06 
 1.09156034e-03  1.50000000e+00  7.55440786e-01  3.93505190e-01  2.76838761e-06 
 1.09256034e-03  1.50000000e+00  7.55493396e-01  3.92634782e-01  2.76838761e-06 
 1.09356034e-03  1.50000000e+00  7.55545790e-01  3.91775425e-01  2.76838761e-06 
 1.09456034e-03  1.50000000e+00  7.55597964e-01  3.90926972e-01  2.76838761e-06 
 1.09556034e-03  1.50000000e+00  7.55649918e-01  3.90089277e-01  2.76838761e-06 
 1.09656034e-03  1.50000000e+00  7.55701648e-01  3.89262196e-01  2.76838761e-06 
 1.09756034e-03  1.50000000e+00  7.55753154e-01  3.88445590e-01  2.76838761e-06 
 1.09856034e-03  1.50000000e+00  7.55804432e-01  3.87639317e-01  2.76838761e-06 
 1.09956034e-03  1.50000000e+00  7.55855481e-01  3.86843242e-01  2.76838761e-06 
 1.10056034e-03  1.50000000e+00  7.55906299e-01  3.86057227e-01  2.76838761e-06 
 1.10156034e-03  1.50000000e+00  7.55956884e-01  3.85281140e-01  2.76838761e-06 
 1.10256034e-03  1.50000000e+00  7.56007233e-01  3.84514850e-01  2.76838761e-06 
 1.10356034e-03  1.50000000e+00  7.56057346e-01  3.83758225e-01  2.76838761e-06 
 1.10456034e-03  1.50000000e+00  7.56107219e-01  3.83011140e-01  2.76838761e-06 
 1.10556034e-03  1.50000000e+00  7.56156851e-01  3.82273468e-01  2.76838761e-06 
 1.10656034e-03  1.50000000e+00  7.56206241e-01  3.81545086e-01  2.76838761e-06 
 1.10756034e-03  1.50000000e+00  7.56255385e-01  3.80825872e-01  2.76838761e-06 
 1.10856034e-03  1.50000000e+00  7.56304282e-01  3.80115708e-01  2.76838761e-06 
 1.10956034e-03  1.50000000e+00  7.56352930e-01  3.79414474e-01  2.76838761e-06 
 1.11056034e-03  1.50000000e+00  7.56401328e-01  3.78722057e-01  2.76838761e-06 
 1.11156034e-03  1.50000000e+00  7.56449473e-01  3.78038342e-01  2.76838761e-06 
 1.11256034e-03  1.50000000e+00  7.56497363e-01  3.77363218e-01  2.76838761e-06 
 1.11356034e-03  1.50000000e+00  7.56544996e-01  3.76696575e-01  2.76838761e-06 
 1.11456034e-03  1.50000000e+00  7.56592372e-01  3.76038305e-01  2.76838761e-06 
 1.11556034e-03  1.50000000e+00  7.56639487e-01  3.75388303e-01  2.76838761e-06 
 1.11656034e-03  1.50000000e+00  7.56686340e-01  3.74746464e-01  2.76838761e-06 
 1.11756034e-03  1.50000000e+00  7.56732929e-01  3.74112687e-01  2.76838761e-06 
 1.11856034e-03  1.50000000e+00  7.56779252e-01  3.73486872e-01  2.76838761e-06 
 1.11956034e-03  1.50000000e+00  7.56825307e-01  3.72868919e-01  2.76838761e-06 
 1.12056034e-03  1.50000000e+00  7.56871093e-01  3.72258733e-01  2.76838761e-06 
 1.12156034e-03  1.50000000e+00  7.56916608e-01  3.71656219e-01  2.76838761e-06 
 1.12256034e-03  1.50000000e+00  7.56961850e-01  3.71061284e-01  2.76838761e-06 
 1.12356034e-03  1.50000000e+00  7.57006817e-01  3.70473836e-01  2.76838761e-06 
 1.12456034e-03  1.50000000e+00  7.57051507e-01  3.69893785e-01  2.76838761e-06 
 1.12556034e-03  1.50000000e+00  7.57095919e-01  3.69321046e-01  2.76838761e-06 
 1.12656034e-03  1.50000000e+00  7.57140051e-01  3.68755529e-01  2.76838761e-06 
 1.12756034e-03  1.50000000e+00  7.57183901e-01  3.68197153e-01  2.76838761e-06 
 1.12856034e-03  1.50000000e+00  7.57227467e-01  3.67645833e-01  2.76838761e-06 
 1.12956034e-03  1.50000000e+00  7.57270748e-01  3.67101488e-01  2.76838761e-06 
 1.13056034e-03  1.50000000e+00  7.57313742e-01  3.66564038e-01  2.76838761e-06 
 1.13156034e-03  1.50000000e+00  7.57356447e-01  3.66033405e-01  2.76838761e-06 
 1.13256034e-03  1.50000000e+00  7.57398862e-01  3.65509513e-01  2.76838761e-06 
 1.13356034e-03  1.50000000e+00  7.57440984e-01  3.64992286e-01  2.76838761e-06 
 1.13456034e-03  1.50000000e+00  7.57482813e-01  3.64481651e-01  2.76838761e-06 
 1.13556034e-03  1.50000000e+00  7.57524347e-01  3.63977535e-01  2.76838761e-06 
 1.13656034e-03  1.50000000e+00  7.57565583e-01  3.63479867e-01  2.76838761e-06 
 1.13756034e-03  1.50000000e+00  7.57606521e-01  3.62988578e-01  2.76838761e-06 
 1.13856034e-03  1.50000000e+00  7.57647159e-01  3.62503600e-01  2.76838761e-06 
 1.13956034e-03  1.50000000e+00  7.57687494e-01  3.62024866e-01  2.76838761e-06 
 1.14056034e-03  1.50000000e+00  7.57727526e-01  3.61552310e-01  2.76838761e-06 
 1.14156034e-03  1.50000000e+00  7.57767253e-01  3.61085869e-01  2.76838761e-06 
 1.14256034e-03  1.50000000e+00  7.57806674e-01  3.60625480e-01  2.76838761e-06 
 1.14356034e-03  1.50000000e+00  7.57845786e-01  3.60171080e-01  2.76838761e-06 
 1.14456034e-03  1.50000000e+00  7.57884588e-01  3.59722609e-01  2.76838761e-06 
 1.14556034e-03  1.50000000e+00  7.57923080e-01  3.59280009e-01  2.76838761e-06 
 1.14656034e-03  1.50000000e+00  7.57961258e-01  3.58843221e-01  2.76838761e-06 
 1.14756034e-03  1.50000000e+00  7.57999122e-01  3.58412189e-01  2.76838761e-06 
 1.14856034e-03  1.50000000e+00  7.58036671e-01  3.57986856e-01  2.76838761e-06 
 1.14956034e-03  1.50000000e+00  7.58073902e-01  3.57567169e-01  2.76838761e-06 
 1.15056034e-03  1.50000000e+00  7.58110814e-01  3.57153073e-01  2.76838761e-06 
 1.15156034e-03  1.50000000e+00  7.58147406e-01  3.56744517e-01  2.76838761e-06 
 1.15256034e-03  1.50000000e+00  7.58183676e-01  3.56341448e-01  2.76838761e-06 
 1.15356034e-03  1.50000000e+00  7.58219624e-01  3.55943817e-01  2.76838761e-06 
 1.15456034e-03  1.50000000e+00  7.58255247e-01  3.55551574e-01  2.76838761e-06 
 1.15556034e-03  1.50000000e+00  7.58290544e-01  3.55164672e-01  2.76838761e-06 
 1.15656034e-03  1.50000000e+00  7.58325513e-01  3.54783062e-01  2.76838761e-06 
