 time            v(uio_in_0)     v(analog_0)     v(analog_1)     v(analog_2)    
 2.02956034e-03  1.50000000e+00  7.51846670e-01  4.75443689e-01  2.76838761e-06 
 2.03056034e-03  1.50000000e+00  7.51908385e-01  4.73607515e-01  2.76838761e-06 
 2.03156034e-03  1.50000000e+00  7.51970024e-01  4.71789271e-01  2.76838761e-06 
 2.03256034e-03  1.50000000e+00  7.52031585e-01  4.69989009e-01  2.76838761e-06 
 2.03356034e-03  1.50000000e+00  7.52093066e-01  4.68206769e-01  2.76838761e-06 
 2.03456034e-03  1.50000000e+00  7.52154465e-01  4.66442585e-01  2.76838761e-06 
 2.03556034e-03  1.50000000e+00  7.52215778e-01  4.64696482e-01  2.76838761e-06 
 2.03656034e-03  1.50000000e+00  7.52277004e-01  4.62968478e-01  2.76838761e-06 
 2.03756034e-03  1.50000000e+00  7.52338140e-01  4.61258580e-01  2.76838761e-06 
 2.03856034e-03  1.50000000e+00  7.52399183e-01  4.59566790e-01  2.76838761e-06 
 2.03956034e-03  1.50000000e+00  7.52460132e-01  4.57893098e-01  2.76838761e-06 
 2.04056034e-03  1.50000000e+00  7.52520984e-01  4.56237491e-01  2.76838761e-06 
 2.04156034e-03  1.50000000e+00  7.52581737e-01  4.54599943e-01  2.76838761e-06 
 2.04256034e-03  1.50000000e+00  7.52642387e-01  4.52980423e-01  2.76838761e-06 
 2.04356034e-03  1.50000000e+00  7.52702933e-01  4.51378891e-01  2.76838761e-06 
 2.04456034e-03  1.50000000e+00  7.52763372e-01  4.49795300e-01  2.76838761e-06 
 2.04556034e-03  1.50000000e+00  7.52823703e-01  4.48229597e-01  2.76838761e-06 
 2.04656034e-03  1.50000000e+00  7.52883922e-01  4.46681717e-01  2.76838761e-06 
 2.04756034e-03  1.50000000e+00  7.52944026e-01  4.45151594e-01  2.76838761e-06 
 2.04856034e-03  1.50000000e+00  7.53004015e-01  4.43639150e-01  2.76838761e-06 
 2.04956034e-03  1.50000000e+00  7.53063885e-01  4.42144303e-01  2.76838761e-06 
 2.05056034e-03  1.50000000e+00  7.53123635e-01  4.40666963e-01  2.76838761e-06 
 2.05156034e-03  1.50000000e+00  7.53183260e-01  4.39207036e-01  2.76838761e-06 
 2.05256034e-03  1.50000000e+00  7.53242761e-01  4.37764421e-01  2.76838761e-06 
 2.05356034e-03  1.50000000e+00  7.53302133e-01  4.36339009e-01  2.76838761e-06 
 2.05456034e-03  1.50000000e+00  7.53361375e-01  4.34930688e-01  2.76838761e-06 
 2.05556034e-03  1.50000000e+00  7.53420484e-01  4.33539341e-01  2.76838761e-06 
 2.05656034e-03  1.50000000e+00  7.53479458e-01  4.32164845e-01  2.76838761e-06 
 2.05756034e-03  1.50000000e+00  7.53538294e-01  4.30807073e-01  2.76838761e-06 
 2.05856034e-03  1.50000000e+00  7.53596991e-01  4.29465892e-01  2.76838761e-06 
 2.05956034e-03  1.50000000e+00  7.53655547e-01  4.28141166e-01  2.76838761e-06 
 2.06056034e-03  1.50000000e+00  7.53713957e-01  4.26832757e-01  2.76838761e-06 
 2.06156034e-03  1.50000000e+00  7.53772221e-01  4.25540520e-01  2.76838761e-06 
 2.06256034e-03  1.50000000e+00  7.53830336e-01  4.24264309e-01  2.76838761e-06 
 2.06356034e-03  1.50000000e+00  7.53888300e-01  4.23003974e-01  2.76838761e-06 
 2.06456034e-03  1.50000000e+00  7.53946111e-01  4.21759363e-01  2.76838761e-06 
 2.06556034e-03  1.50000000e+00  7.54003766e-01  4.20530320e-01  2.76838761e-06 
 2.06656034e-03  1.50000000e+00  7.54061262e-01  4.19316690e-01  2.76838761e-06 
 2.06756034e-03  1.50000000e+00  7.54118598e-01  4.18118312e-01  2.76838761e-06 
 2.06856034e-03  1.50000000e+00  7.54175772e-01  4.16935026e-01  2.76838761e-06 
 2.06956034e-03  1.50000000e+00  7.54232781e-01  4.15766668e-01  2.76838761e-06 
 2.07056034e-03  1.50000000e+00  7.54289623e-01  4.14613076e-01  2.76838761e-06 
 2.07156034e-03  1.50000000e+00  7.54346295e-01  4.13474085e-01  2.76838761e-06 
 2.07256034e-03  1.50000000e+00  7.54402796e-01  4.12349529e-01  2.76838761e-06 
 2.07356034e-03  1.50000000e+00  7.54459123e-01  4.11239242e-01  2.76838761e-06 
 2.07456034e-03  1.50000000e+00  7.54515274e-01  4.10143056e-01  2.76838761e-06 
 2.07556034e-03  1.50000000e+00  7.54571246e-01  4.09060806e-01  2.76838761e-06 
 2.07656034e-03  1.50000000e+00  7.54627039e-01  4.07992323e-01  2.76838761e-06 
 2.07756034e-03  1.50000000e+00  7.54682648e-01  4.06937442e-01  2.76838761e-06 
 2.07856034e-03  1.50000000e+00  7.54738073e-01  4.05895995e-01  2.76838761e-06 
 2.07956034e-03  1.50000000e+00  7.54793310e-01  4.04867816e-01  2.76838761e-06 
 2.08056034e-03  1.50000000e+00  7.54848359e-01  4.03852740e-01  2.76838761e-06 
 2.08156034e-03  1.50000000e+00  7.54903216e-01  4.02850601e-01  2.76838761e-06 
 2.08256034e-03  1.50000000e+00  7.54957879e-01  4.01861235e-01  2.76838761e-06 
 2.08356034e-03  1.50000000e+00  7.55012347e-01  4.00884479e-01  2.76838761e-06 
 2.08456034e-03  1.50000000e+00  7.55066617e-01  3.99920170e-01  2.76838761e-06 
 2.08556034e-03  1.50000000e+00  7.55120687e-01  3.98968149e-01  2.76838761e-06 
 2.08656034e-03  1.50000000e+00  7.55174554e-01  3.98028254e-01  2.76838761e-06 
 2.08756034e-03  1.50000000e+00  7.55228218e-01  3.97100327e-01  2.76838761e-06 
 2.08856034e-03  1.50000000e+00  7.55281675e-01  3.96184213e-01  2.76838761e-06 
 2.08956034e-03  1.50000000e+00  7.55334923e-01  3.95279754e-01  2.76838761e-06 
 2.09056034e-03  1.50000000e+00  7.55387961e-01  3.94386797e-01  2.76838761e-06 
 2.09156034e-03  1.50000000e+00  7.55440786e-01  3.93505190e-01  2.76838761e-06 
 2.09256034e-03  1.50000000e+00  7.55493396e-01  3.92634782e-01  2.76838761e-06 
 2.09356034e-03  1.50000000e+00  7.55545790e-01  3.91775425e-01  2.76838761e-06 
 2.09456034e-03  1.50000000e+00  7.55597964e-01  3.90926972e-01  2.76838761e-06 
 2.09556034e-03  1.50000000e+00  7.55649918e-01  3.90089277e-01  2.76838761e-06 
 2.09656034e-03  1.50000000e+00  7.55701648e-01  3.89262196e-01  2.76838761e-06 
 2.09756034e-03  1.50000000e+00  7.55753154e-01  3.88445590e-01  2.76838761e-06 
 2.09856034e-03  1.50000000e+00  7.55804432e-01  3.87639317e-01  2.76838761e-06 
 2.09956034e-03  1.50000000e+00  7.55855481e-01  3.86843242e-01  2.76838761e-06 
 2.10056034e-03  1.50000000e+00  7.55906299e-01  3.86057227e-01  2.76838761e-06 
 2.10156034e-03  1.50000000e+00  7.55956884e-01  3.85281140e-01  2.76838761e-06 
 2.10256034e-03  1.50000000e+00  7.56007233e-01  3.84514850e-01  2.76838761e-06 
 2.10356034e-03  1.50000000e+00  7.56057346e-01  3.83758225e-01  2.76838761e-06 
 2.10456034e-03  1.50000000e+00  7.56107219e-01  3.83011140e-01  2.76838761e-06 
 2.10556034e-03  1.50000000e+00  7.56156851e-01  3.82273468e-01  2.76838761e-06 
 2.10656034e-03  1.50000000e+00  7.56206241e-01  3.81545086e-01  2.76838761e-06 
 2.10756034e-03  1.50000000e+00  7.56255385e-01  3.80825872e-01  2.76838761e-06 
 2.10856034e-03  1.50000000e+00  7.56304282e-01  3.80115708e-01  2.76838761e-06 
 2.10956034e-03  1.50000000e+00  7.56352930e-01  3.79414474e-01  2.76838761e-06 
 2.11056034e-03  1.50000000e+00  7.56401328e-01  3.78722057e-01  2.76838761e-06 
 2.11156034e-03  1.50000000e+00  7.56449473e-01  3.78038342e-01  2.76838761e-06 
 2.11256034e-03  1.50000000e+00  7.56497363e-01  3.77363218e-01  2.76838761e-06 
 2.11356034e-03  1.50000000e+00  7.56544996e-01  3.76696575e-01  2.76838761e-06 
 2.11456034e-03  1.50000000e+00  7.56592372e-01  3.76038305e-01  2.76838761e-06 
 2.11556034e-03  1.50000000e+00  7.56639487e-01  3.75388303e-01  2.76838761e-06 
 2.11656034e-03  1.50000000e+00  7.56686340e-01  3.74746464e-01  2.76838761e-06 
 2.11756034e-03  1.50000000e+00  7.56732929e-01  3.74112687e-01  2.76838761e-06 
 2.11856034e-03  1.50000000e+00  7.56779252e-01  3.73486872e-01  2.76838761e-06 
 2.11956034e-03  1.50000000e+00  7.56825307e-01  3.72868919e-01  2.76838761e-06 
 2.12056034e-03  1.50000000e+00  7.56871093e-01  3.72258733e-01  2.76838761e-06 
 2.12156034e-03  1.50000000e+00  7.56916608e-01  3.71656219e-01  2.76838761e-06 
 2.12256034e-03  1.50000000e+00  7.56961850e-01  3.71061284e-01  2.76838761e-06 
 2.12356034e-03  1.50000000e+00  7.57006817e-01  3.70473836e-01  2.76838761e-06 
 2.12456034e-03  1.50000000e+00  7.57051507e-01  3.69893785e-01  2.76838761e-06 
 2.12556034e-03  1.50000000e+00  7.57095919e-01  3.69321046e-01  2.76838761e-06 
 2.12656034e-03  1.50000000e+00  7.57140051e-01  3.68755529e-01  2.76838761e-06 
 2.12756034e-03  1.50000000e+00  7.57183901e-01  3.68197153e-01  2.76838761e-06 
 2.12856034e-03  1.50000000e+00  7.57227467e-01  3.67645833e-01  2.76838761e-06 
 2.12956034e-03  1.50000000e+00  7.57270748e-01  3.67101488e-01  2.76838761e-06 
 2.13056034e-03  1.50000000e+00  7.57313742e-01  3.66564038e-01  2.76838761e-06 
 2.13156034e-03  1.50000000e+00  7.57356447e-01  3.66033405e-01  2.76838761e-06 
 2.13256034e-03  1.50000000e+00  7.57398862e-01  3.65509513e-01  2.76838761e-06 
 2.13356034e-03  1.50000000e+00  7.57440984e-01  3.64992286e-01  2.76838761e-06 
 2.13456034e-03  1.50000000e+00  7.57482813e-01  3.64481651e-01  2.76838761e-06 
 2.13556034e-03  1.50000000e+00  7.57524347e-01  3.63977535e-01  2.76838761e-06 
 2.13656034e-03  1.50000000e+00  7.57565583e-01  3.63479867e-01  2.76838761e-06 
 2.13756034e-03  1.50000000e+00  7.57606521e-01  3.62988578e-01  2.76838761e-06 
 2.13856034e-03  1.50000000e+00  7.57647159e-01  3.62503600e-01  2.76838761e-06 
 2.13956034e-03  1.50000000e+00  7.57687494e-01  3.62024866e-01  2.76838761e-06 
 2.14056034e-03  1.50000000e+00  7.57727526e-01  3.61552310e-01  2.76838761e-06 
 2.14156034e-03  1.50000000e+00  7.57767253e-01  3.61085869e-01  2.76838761e-06 
 2.14256034e-03  1.50000000e+00  7.57806674e-01  3.60625480e-01  2.76838761e-06 
 2.14356034e-03  1.50000000e+00  7.57845786e-01  3.60171080e-01  2.76838761e-06 
 2.14456034e-03  1.50000000e+00  7.57884588e-01  3.59722609e-01  2.76838761e-06 
 2.14556034e-03  1.50000000e+00  7.57923080e-01  3.59280009e-01  2.76838761e-06 
 2.14656034e-03  1.50000000e+00  7.57961258e-01  3.58843221e-01  2.76838761e-06 
 2.14756034e-03  1.50000000e+00  7.57999122e-01  3.58412189e-01  2.76838761e-06 
 2.14856034e-03  1.50000000e+00  7.58036671e-01  3.57986856e-01  2.76838761e-06 
 2.14956034e-03  1.50000000e+00  7.58073902e-01  3.57567169e-01  2.76838761e-06 
 2.15056034e-03  1.50000000e+00  7.58110814e-01  3.57153073e-01  2.76838761e-06 
 2.15156034e-03  1.50000000e+00  7.58147406e-01  3.56744517e-01  2.76838761e-06 
 2.15256034e-03  1.50000000e+00  7.58183676e-01  3.56341448e-01  2.76838761e-06 
 2.15356034e-03  1.50000000e+00  7.58219624e-01  3.55943817e-01  2.76838761e-06 
 2.15456034e-03  1.50000000e+00  7.58255247e-01  3.55551574e-01  2.76838761e-06 
 2.15556034e-03  1.50000000e+00  7.58290544e-01  3.55164672e-01  2.76838761e-06 
 2.15656034e-03  1.50000000e+00  7.58325513e-01  3.54783062e-01  2.76838761e-06 
 2.15756034e-03  1.50000000e+00  7.58360154e-01  3.54406698e-01  2.76838761e-06 
 2.15856034e-03  1.50000000e+00  7.58394465e-01  3.54035536e-01  2.76838761e-06 
 2.15956034e-03  1.50000000e+00  7.58428445e-01  3.53669529e-01  2.76838761e-06 
 2.16056034e-03  1.50000000e+00  7.58462092e-01  3.53308636e-01  2.76838761e-06 
 2.16156034e-03  1.50000000e+00  7.58495404e-01  3.52952813e-01  2.76838761e-06 
 2.16256034e-03  1.50000000e+00  7.58528382e-01  3.52602019e-01  2.76838761e-06 
 2.16356034e-03  1.50000000e+00  7.58561023e-01  3.52256212e-01  2.76838761e-06 
 2.16456034e-03  1.50000000e+00  7.58593325e-01  3.51915352e-01  2.76838761e-06 
 2.16556034e-03  1.50000000e+00  7.58625289e-01  3.51579401e-01  2.76838761e-06 
 2.16656034e-03  1.50000000e+00  7.58656912e-01  3.51248319e-01  2.76838761e-06 
 2.16756034e-03  1.50000000e+00  7.58688193e-01  3.50922070e-01  2.76838761e-06 
 2.16856034e-03  1.50000000e+00  7.58719131e-01  3.50600615e-01  2.76838761e-06 
 2.16956034e-03  1.50000000e+00  7.58749725e-01  3.50283920e-01  2.76838761e-06 
 2.17056034e-03  1.50000000e+00  7.58779974e-01  3.49971948e-01  2.76838761e-06 
 2.17156034e-03  1.50000000e+00  7.58809875e-01  3.49664666e-01  2.76838761e-06 
 2.17256034e-03  1.50000000e+00  7.58839430e-01  3.49362039e-01  2.76838761e-06 
 2.17356034e-03  1.50000000e+00  7.58868635e-01  3.49064033e-01  2.76838761e-06 
 2.17456034e-03  1.50000000e+00  7.58897490e-01  3.48770618e-01  2.76838761e-06 
 2.17556034e-03  1.50000000e+00  7.58925994e-01  3.48481760e-01  2.76838761e-06 
 2.17656034e-03  1.50000000e+00  7.58954145e-01  3.48197429e-01  2.76838761e-06 
 2.17756034e-03  1.50000000e+00  7.58981943e-01  3.47917594e-01  2.76838761e-06 
 2.17856034e-03  1.50000000e+00  7.59009386e-01  3.47642226e-01  2.76838761e-06 
 2.17956034e-03  1.50000000e+00  7.59036474e-01  3.47371295e-01  2.76838761e-06 
 2.18056034e-03  1.50000000e+00  7.59063205e-01  3.47104772e-01  2.76838761e-06 
 2.18156034e-03  1.50000000e+00  7.59089578e-01  3.46842631e-01  2.76838761e-06 
 2.18256034e-03  1.50000000e+00  7.59115592e-01  3.46584844e-01  2.76838761e-06 
 2.18356034e-03  1.50000000e+00  7.59141247e-01  3.46331383e-01  2.76838761e-06 
 2.18456034e-03  1.50000000e+00  7.59166540e-01  3.46082224e-01  2.76838761e-06 
 2.18556034e-03  1.50000000e+00  7.59191472e-01  3.45837339e-01  2.76838761e-06 
 2.18656034e-03  1.50000000e+00  7.59216040e-01  3.45596705e-01  2.76838761e-06 
 2.18756034e-03  1.50000000e+00  7.59240245e-01  3.45360297e-01  2.76838761e-06 
 2.18856034e-03  1.50000000e+00  7.59264086e-01  3.45128092e-01  2.76838761e-06 
 2.18956034e-03  1.50000000e+00  7.59287560e-01  3.44900065e-01  2.76838761e-06 
 2.19056034e-03  1.50000000e+00  7.59310668e-01  3.44676194e-01  2.76838761e-06 
 2.19156034e-03  1.50000000e+00  7.59333408e-01  3.44456457e-01  2.76838761e-06 
 2.19256034e-03  1.50000000e+00  7.59355780e-01  3.44240832e-01  2.76838761e-06 
 2.19356034e-03  1.50000000e+00  7.59377782e-01  3.44029298e-01  2.76838761e-06 
 2.19456034e-03  1.50000000e+00  7.59399414e-01  3.43821834e-01  2.76838761e-06 
 2.19556034e-03  1.50000000e+00  7.59420675e-01  3.43618421e-01  2.76838761e-06 
 2.19656034e-03  1.50000000e+00  7.59441564e-01  3.43419037e-01  2.76838761e-06 
 2.19756034e-03  1.50000000e+00  7.59462081e-01  3.43223664e-01  2.76838761e-06 
 2.19856034e-03  1.50000000e+00  7.59482224e-01  3.43032283e-01  2.76838761e-06 
 2.19956034e-03  1.50000000e+00  7.59501992e-01  3.42844877e-01  2.76838761e-06 
 2.20056034e-03  1.50000000e+00  7.59521386e-01  3.42661425e-01  2.76838761e-06 
 2.20156034e-03  1.50000000e+00  7.59540403e-01  3.42481913e-01  2.76838761e-06 
 2.20256034e-03  1.50000000e+00  7.59559044e-01  3.42306322e-01  2.76838761e-06 
 2.20356034e-03  1.50000000e+00  7.59577308e-01  3.42134636e-01  2.76838761e-06 
 2.20456034e-03  1.50000000e+00  7.59595193e-01  3.41966838e-01  2.76838761e-06 
 2.20556034e-03  1.50000000e+00  7.59612700e-01  3.41802914e-01  2.76838761e-06 
 2.20656034e-03  1.50000000e+00  7.59629827e-01  3.41642847e-01  2.76838761e-06 
 2.20756034e-03  1.50000000e+00  7.59646574e-01  3.41486623e-01  2.76838761e-06 
 2.20856034e-03  1.50000000e+00  7.59662940e-01  3.41334228e-01  2.76838761e-06 
 2.20956034e-03  1.50000000e+00  7.59678925e-01  3.41185648e-01  2.76838761e-06 
 2.21056034e-03  1.50000000e+00  7.59694527e-01  3.41040868e-01  2.76838761e-06 
 2.21156034e-03  1.50000000e+00  7.59709747e-01  3.40899875e-01  2.76838761e-06 
 2.21256034e-03  1.50000000e+00  7.59724583e-01  3.40762657e-01  2.76838761e-06 
 2.21356034e-03  1.50000000e+00  7.59739036e-01  3.40629202e-01  2.76838761e-06 
 2.21456034e-03  1.50000000e+00  7.59753104e-01  3.40499496e-01  2.76838761e-06 
 2.21556034e-03  1.50000000e+00  7.59766787e-01  3.40373529e-01  2.76838761e-06 
 2.21656034e-03  1.50000000e+00  7.59780085e-01  3.40251289e-01  2.76838761e-06 
 2.21756034e-03  1.50000000e+00  7.59792996e-01  3.40132764e-01  2.76838761e-06 
 2.21856034e-03  1.50000000e+00  7.59805521e-01  3.40017945e-01  2.76838761e-06 
 2.21956034e-03  1.50000000e+00  7.59817659e-01  3.39906821e-01  2.76838761e-06 
 2.22056034e-03  1.50000000e+00  7.59829409e-01  3.39799382e-01  2.76838761e-06 
 2.22156034e-03  1.50000000e+00  7.59840771e-01  3.39695619e-01  2.76838761e-06 
 2.22256034e-03  1.50000000e+00  7.59851744e-01  3.39595523e-01  2.76838761e-06 
 2.22356034e-03  1.50000000e+00  7.59862329e-01  3.39499083e-01  2.76838761e-06 
 2.22456034e-03  1.50000000e+00  7.59872524e-01  3.39406293e-01  2.76838761e-06 
 2.22556034e-03  1.50000000e+00  7.59882330e-01  3.39317144e-01  2.76838761e-06 
 2.22656034e-03  1.50000000e+00  7.59891745e-01  3.39231627e-01  2.76838761e-06 
 2.22756034e-03  1.50000000e+00  7.59900770e-01  3.39149736e-01  2.76838761e-06 
 2.22856034e-03  1.50000000e+00  7.59909404e-01  3.39071464e-01  2.76838761e-06 
 2.22956034e-03  1.50000000e+00  7.59917647e-01  3.38996803e-01  2.76838761e-06 
 2.23056034e-03  1.50000000e+00  7.59925498e-01  3.38925746e-01  2.76838761e-06 
 2.23156034e-03  1.50000000e+00  7.59932958e-01  3.38858289e-01  2.76838761e-06 
 2.23256034e-03  1.50000000e+00  7.59940025e-01  3.38794424e-01  2.76838761e-06 
 2.23356034e-03  1.50000000e+00  7.59946700e-01  3.38734147e-01  2.76838761e-06 
 2.23456034e-03  1.50000000e+00  7.59952982e-01  3.38677452e-01  2.76838761e-06 
 2.23556034e-03  1.50000000e+00  7.59958871e-01  3.38624334e-01  2.76838761e-06 
 2.23656034e-03  1.50000000e+00  7.59964367e-01  3.38574789e-01  2.76838761e-06 
 2.23756034e-03  1.50000000e+00  7.59969470e-01  3.38528812e-01  2.76838761e-06 
 2.23856034e-03  1.50000000e+00  7.59974179e-01  3.38486399e-01  2.76838761e-06 
 2.23956034e-03  1.50000000e+00  7.59978495e-01  3.38447547e-01  2.76838761e-06 
 2.24056034e-03  1.50000000e+00  7.59982416e-01  3.38412253e-01  2.76838761e-06 
 2.24156034e-03  1.50000000e+00  7.59985943e-01  3.38380512e-01  2.76838761e-06 
 2.24256034e-03  1.50000000e+00  7.59989077e-01  3.38352324e-01  2.76838761e-06 
 2.24356034e-03  1.50000000e+00  7.59991815e-01  3.38327684e-01  2.76838761e-06 
 2.24456034e-03  1.50000000e+00  7.59994160e-01  3.38306591e-01  2.76838761e-06 
 2.24556034e-03  1.50000000e+00  7.59996110e-01  3.38289044e-01  2.76838761e-06 
 2.24656034e-03  1.50000000e+00  7.59997665e-01  3.38275040e-01  2.76838761e-06 
 2.24756034e-03  1.50000000e+00  7.59998825e-01  3.38264579e-01  2.76838761e-06 
 2.24856034e-03  1.50000000e+00  7.59999591e-01  3.38257659e-01  2.76838761e-06 
 2.24956034e-03  1.50000000e+00  7.59999962e-01  3.38254280e-01  2.76838761e-06 
 2.25056034e-03  1.50000000e+00  7.59999938e-01  3.38254443e-01  2.76838761e-06 
 2.25156034e-03  1.50000000e+00  7.59999519e-01  3.38258145e-01  2.76838761e-06 
 2.25256034e-03  1.50000000e+00  7.59998706e-01  3.38265389e-01  2.76838761e-06 
 2.25356034e-03  1.50000000e+00  7.59997498e-01  3.38276174e-01  2.76838761e-06 
 2.25456034e-03  1.50000000e+00  7.59995895e-01  3.38290502e-01  2.76838761e-06 
 2.25556034e-03  1.50000000e+00  7.59993898e-01  3.38308374e-01  2.76838761e-06 
 2.25656034e-03  1.50000000e+00  7.59991506e-01  3.38329791e-01  2.76838761e-06 
 2.25756034e-03  1.50000000e+00  7.59988719e-01  3.38354755e-01  2.76838761e-06 
 2.25856034e-03  1.50000000e+00  7.59985539e-01  3.38383268e-01  2.76838761e-06 
 2.25956034e-03  1.50000000e+00  7.59981964e-01  3.38415333e-01  2.76838761e-06 
 2.26056034e-03  1.50000000e+00  7.59977995e-01  3.38450953e-01  2.76838761e-06 
 2.26156034e-03  1.50000000e+00  7.59973632e-01  3.38490130e-01  2.76838761e-06 
 2.26256034e-03  1.50000000e+00  7.59968875e-01  3.38532868e-01  2.76838761e-06 
 2.26356034e-03  1.50000000e+00  7.59963725e-01  3.38579170e-01  2.76838761e-06 
 2.26456034e-03  1.50000000e+00  7.59958181e-01  3.38629041e-01  2.76838761e-06 
 2.26556034e-03  1.50000000e+00  7.59952245e-01  3.38682485e-01  2.76838761e-06 
 2.26656034e-03  1.50000000e+00  7.59945915e-01  3.38739506e-01  2.76838761e-06 
 2.26756034e-03  1.50000000e+00  7.59939193e-01  3.38800110e-01  2.76838761e-06 
 2.26856034e-03  1.50000000e+00  7.59932078e-01  3.38864301e-01  2.76838761e-06 
 2.26956034e-03  1.50000000e+00  7.59924571e-01  3.38932085e-01  2.76838761e-06 
 2.27056034e-03  1.50000000e+00  7.59916673e-01  3.39003469e-01  2.76838761e-06 
 2.27156034e-03  1.50000000e+00  7.59908383e-01  3.39078457e-01  2.76838761e-06 
 2.27256034e-03  1.50000000e+00  7.59899702e-01  3.39157058e-01  2.76838761e-06 
 2.27356034e-03  1.50000000e+00  7.59890630e-01  3.39239277e-01  2.76838761e-06 
 2.27456034e-03  1.50000000e+00  7.59881167e-01  3.39325122e-01  2.76838761e-06 
 2.27556034e-03  1.50000000e+00  7.59871315e-01  3.39414601e-01  2.76838761e-06 
 2.27656034e-03  1.50000000e+00  7.59861072e-01  3.39507721e-01  2.76838761e-06 
 2.27756034e-03  1.50000000e+00  7.59850441e-01  3.39604490e-01  2.76838761e-06 
 2.27856034e-03  1.50000000e+00  7.59839420e-01  3.39704917e-01  2.76838761e-06 
 2.27956034e-03  1.50000000e+00  7.59828011e-01  3.39809011e-01  2.76838761e-06 
 2.28056034e-03  1.50000000e+00  7.59816215e-01  3.39916781e-01  2.76838761e-06 
 2.28156034e-03  1.50000000e+00  7.59804030e-01  3.40028237e-01  2.76838761e-06 
 2.28256034e-03  1.50000000e+00  7.59791459e-01  3.40143388e-01  2.76838761e-06 
 2.28356034e-03  1.50000000e+00  7.59778501e-01  3.40262245e-01  2.76838761e-06 
 2.28456034e-03  1.50000000e+00  7.59765157e-01  3.40384819e-01  2.76838761e-06 
 2.28556034e-03  1.50000000e+00  7.59751427e-01  3.40511120e-01  2.76838761e-06 
 2.28656034e-03  1.50000000e+00  7.59737312e-01  3.40641161e-01  2.76838761e-06 
 2.28756034e-03  1.50000000e+00  7.59722814e-01  3.40774952e-01  2.76838761e-06 
 2.28856034e-03  1.50000000e+00  7.59707931e-01  3.40912505e-01  2.76838761e-06 
 2.28956034e-03  1.50000000e+00  7.59692665e-01  3.41053834e-01  2.76838761e-06 
 2.29056034e-03  1.50000000e+00  7.59677016e-01  3.41198951e-01  2.76838761e-06 
 2.29156034e-03  1.50000000e+00  7.59660985e-01  3.41347870e-01  2.76838761e-06 
 2.29256034e-03  1.50000000e+00  7.59644573e-01  3.41500603e-01  2.76838761e-06 
 2.29356034e-03  1.50000000e+00  7.59627780e-01  3.41657166e-01  2.76838761e-06 
 2.29456034e-03  1.50000000e+00  7.59610607e-01  3.41817573e-01  2.76838761e-06 
 2.29556034e-03  1.50000000e+00  7.59593055e-01  3.41981838e-01  2.76838761e-06 
 2.29656034e-03  1.50000000e+00  7.59575124e-01  3.42149977e-01  2.76838761e-06 
 2.29756034e-03  1.50000000e+00  7.59556815e-01  3.42322005e-01  2.76838761e-06 
 2.29856034e-03  1.50000000e+00  7.59538128e-01  3.42497939e-01  2.76838761e-06 
 2.29956034e-03  1.50000000e+00  7.59519065e-01  3.42677796e-01  2.76838761e-06 
 2.30056034e-03  1.50000000e+00  7.59499627e-01  3.42861591e-01  2.76838761e-06 
 2.30156034e-03  1.50000000e+00  7.59479813e-01  3.43049344e-01  2.76838761e-06 
 2.30256034e-03  1.50000000e+00  7.59459625e-01  3.43241071e-01  2.76838761e-06 
 2.30356034e-03  1.50000000e+00  7.59439063e-01  3.43436791e-01  2.76838761e-06 
 2.30456034e-03  1.50000000e+00  7.59418129e-01  3.43636522e-01  2.76838761e-06 
 2.30556034e-03  1.50000000e+00  7.59396823e-01  3.43840285e-01  2.76838761e-06 
 2.30656034e-03  1.50000000e+00  7.59375147e-01  3.44048099e-01  2.76838761e-06 
 2.30756034e-03  1.50000000e+00  7.59353100e-01  3.44259984e-01  2.76838761e-06 
 2.30856034e-03  1.50000000e+00  7.59330683e-01  3.44475961e-01  2.76838761e-06 
 2.30956034e-03  1.50000000e+00  7.59307899e-01  3.44696051e-01  2.76838761e-06 
 2.31056034e-03  1.50000000e+00  7.59284747e-01  3.44920275e-01  2.76838761e-06 
 2.31156034e-03  1.50000000e+00  7.59261228e-01  3.45148657e-01  2.76838761e-06 
 2.31256034e-03  1.50000000e+00  7.59237344e-01  3.45381219e-01  2.76838761e-06 
 2.31356034e-03  1.50000000e+00  7.59213095e-01  3.45617984e-01  2.76838761e-06 
 2.31456034e-03  1.50000000e+00  7.59188482e-01  3.45858976e-01  2.76838761e-06 
 2.31556034e-03  1.50000000e+00  7.59163507e-01  3.46104220e-01  2.76838761e-06 
 2.31656034e-03  1.50000000e+00  7.59138170e-01  3.46353740e-01  2.76838761e-06 
 2.31756034e-03  1.50000000e+00  7.59112472e-01  3.46607562e-01  2.76838761e-06 
 2.31856034e-03  1.50000000e+00  7.59086414e-01  3.46865712e-01  2.76838761e-06 
 2.31956034e-03  1.50000000e+00  7.59059998e-01  3.47128217e-01  2.76838761e-06 
 2.32056034e-03  1.50000000e+00  7.59033224e-01  3.47395104e-01  2.76838761e-06 
 2.32156034e-03  1.50000000e+00  7.59006093e-01  3.47666401e-01  2.76838761e-06 
 2.32256034e-03  1.50000000e+00  7.58978607e-01  3.47942137e-01  2.76838761e-06 
 2.32356034e-03  1.50000000e+00  7.58950767e-01  3.48222340e-01  2.76838761e-06 
 2.32456034e-03  1.50000000e+00  7.58922573e-01  3.48507041e-01  2.76838761e-06 
 2.32556034e-03  1.50000000e+00  7.58894026e-01  3.48796271e-01  2.76838761e-06 
